invoice_no;customer_id;gender;age;category;sku_id;quantity;price;payment_method;invoice_date;shopping_mall;elasticidad_producto;elasticidad_categoria;volumen_promedio_producto;volumen_promedio_categoria;elasticidad_relativa;volumen_relativo;recomendacion_precio;rol_producto;estrategia_recomendada;estrategia_resumen;n_obs_producto
INV00404;CUST0029;Female;32,00;Clothing;SKU-009;3,00;121,43;Credit Card;2025-06-26;Westside Plaza;-0,01;0,01;2,46;2,49;-0,91;0,99;Mantener;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;63,00
INV00405;CUST0167;Female;43,00;Food & Drink;SKU-071;5,00;10,89;Credit Card;2025-07-27;North Mall;-0,04;0,00;4,33;4,53;-56,08;0,96;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV00406;CUST0067;Male;32,00;Electronics;SKU-045;1,00;500,20;Cash;2025-10-09;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;47,00
INV00407;CUST0092;Female;49,00;Clothing;SKU-015;1,00;105,34;Credit Card;2025-07-10;Downtown Galleria;0,17;0,01;2,44;2,49;22,18;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV00408;CUST0164;Female;37,00;Home Goods;SKU-095;1,00;194,28;Credit Card;2025-10-07;Downtown Galleria;0,08;-0,03;1,48;1,52;-2,27;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;50,00
INV00409;CUST0103;Male;30,00;Home Goods;SKU-090;1,00;95,16;Credit Card;2025-06-07;Downtown Galleria;-0,08;-0,03;1,39;1,52;2,47;0,92;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;33,00
INV00410;CUST0132;Male;55,00;Home Goods;SKU-098;3,00;120,29;Credit Card;2025-07-10;North Mall;0,21;-0,03;1,47;1,52;-6,24;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;47,00
INV00411;CUST0056;Female;29,00;Electronics;SKU-036;1,00;248,03;Credit Card;2025-06-22;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;56,00
INV00412;CUST0179;Female;34,00;Home Goods;SKU-090;1,00;131,53;Credit Card;2025-09-04;Westside Plaza;-0,08;-0,03;1,39;1,52;2,47;0,92;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;33,00
INV00413;CUST0067;Female;48,00;Electronics;SKU-051;1,00;338,43;Cash;2025-07-05;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV00414;CUST0031;Male;36,00;Food & Drink;SKU-062;5,00;37,40;Credit Card;2025-10-31;Westside Plaza;-0,01;0,00;4,56;4,53;-20,63;1,00;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;54,00
INV00415;CUST0046;Female;34,00;Food & Drink;SKU-073;5,00;35,41;Credit Card;2025-06-19;Westside Plaza;0,10;0,00;4,60;4,53;146,36;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;43,00
INV00416;CUST0117;Male;50,00;Clothing;SKU-020;3,00;37,25;Cash;2025-05-22;Westside Plaza;0,02;0,01;2,51;2,49;2,96;1,01;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;45,00
INV00417;CUST0110;Female;32,00;Home Goods;SKU-093;2,00;208,36;Credit Card;2025-06-13;North Mall;-0,08;-0,03;1,51;1,52;2,49;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;55,00
INV00418;CUST0130;Female;26,00;Home Goods;SKU-092;1,00;150,49;Credit Card;2025-10-30;Downtown Galleria;-0,10;-0,03;1,52;1,52;3,06;1,00;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;56,00
INV00419;CUST0036;Male;58,00;Electronics;SKU-040;1,00;596,25;Credit Card;2025-06-24;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;54,00
INV00420;CUST0159;Male;47,00;Clothing;SKU-026;3,00;62,97;Debit Card;2025-10-23;North Mall;-0,15;0,01;2,46;2,49;-19,53;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;46,00
INV00421;CUST0017;Female;23,00;Clothing;SKU-017;3,00;23,03;Credit Card;2025-09-11;Downtown Galleria;-0,03;0,01;2,38;2,49;-4,15;0,96;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;55,00
INV00422;CUST0037;Male;31,00;Clothing;SKU-018;2,00;47,37;Credit Card;2025-09-16;Westside Plaza;0,05;0,01;2,36;2,49;7,01;0,95;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;58,00
INV00423;CUST0065;Male;46,00;Electronics;SKU-058;1,00;379,03;Credit Card;2025-10-10;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;40,00
INV00424;CUST0045;Female;48,00;Clothing;SKU-025;3,00;24,23;Credit Card;2025-09-19;North Mall;0,05;0,01;2,55;2,49;5,87;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;53,00
INV00425;CUST0017;Male;30,00;Electronics;SKU-051;1,00;147,17;Debit Card;2025-06-29;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV00426;CUST0051;Female;26,00;Electronics;SKU-050;1,00;478,60;Credit Card;2025-11-04;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;47,00
INV00427;CUST0107;Male;53,00;Electronics;SKU-041;1,00;238,55;Debit Card;2025-06-11;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;43,00
INV00428;CUST0018;Female;57,00;Home Goods;SKU-097;1,00;91,93;Debit Card;2025-10-29;Downtown Galleria;0,02;-0,03;1,58;1,52;-0,55;1,04;Mantener;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;52,00
INV00429;CUST0086;Male;56,00;Electronics;SKU-047;1,00;221,44;Credit Card;2025-10-13;Downtown Galleria;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV00430;CUST0158;Female;51,00;Electronics;SKU-036;1,00;331,91;Credit Card;2025-09-10;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;56,00
INV00431;CUST0156;Female;57,00;Clothing;SKU-023;2,00;94,43;Cash;2025-07-04;Westside Plaza;0,07;0,01;2,50;2,49;8,92;1,00;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;52,00
INV00432;CUST0129;Male;32,00;Electronics;SKU-045;1,00;692,80;Cash;2025-08-18;Downtown Galleria;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;47,00
INV00433;CUST0171;Female;54,00;Electronics;SKU-039;1,00;691,90;Debit Card;2025-09-03;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;53,00
INV00434;CUST0094;Male;52,00;Food & Drink;SKU-063;4,00;14,61;Debit Card;2025-07-15;North Mall;0,02;0,00;4,27;4,53;21,58;0,94;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
INV00435;CUST0101;Male;33,00;Clothing;SKU-014;3,00;71,53;Debit Card;2025-06-15;Downtown Galleria;-0,08;0,01;2,48;2,49;-10,33;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
INV00436;CUST0093;Female;45,00;Electronics;SKU-043;1,00;123,04;Credit Card;2025-08-23;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;72,00
INV00437;CUST0191;Female;46,00;Clothing;SKU-023;3,00;121,52;Credit Card;2025-09-08;North Mall;0,07;0,01;2,50;2,49;8,92;1,00;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;52,00
INV00438;CUST0149;Male;54,00;Electronics;SKU-052;1,00;260,84;Credit Card;2025-09-15;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;47,00
INV00439;CUST0085;Female;25,00;Home Goods;SKU-095;2,00;121,14;Credit Card;2025-10-11;Westside Plaza;0,08;-0,03;1,48;1,52;-2,27;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;50,00
INV00440;CUST0160;Male;42,00;Electronics;SKU-057;1,00;272,04;Debit Card;2025-08-05;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;58,00
INV00441;CUST0160;Male;28,00;Electronics;SKU-041;1,00;305,54;Credit Card;2025-07-28;Downtown Galleria;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;43,00
